x-axis,1,2,3
second,Volt,Volt,Volt
-2.300000E-03,,,
-2.297500E-03,,,
-2.295000E-03,+50.631280E-03,-9.720458E-03,-5.841381E-03
-2.292500E-03,+51.033288E-03,-13.439056E-03,-5.801180E-03
-2.290000E-03,+51.435297E-03,-14.142571E-03,-5.982084E-03
-2.287500E-03,+52.842336E-03,-12.635039E-03,-6.474547E-03
-2.285000E-03,+55.354899E-03,-9.720468E-03,-6.434346E-03
-2.282500E-03,+55.354899E-03,-16.454120E-03,-6.374044E-03
-2.280000E-03,+55.153904E-03,-13.740582E-03,-6.353945E-03
-2.277500E-03,+54.751896E-03,-10.323452E-03,-6.434344E-03
-2.275000E-03,+55.354899E-03,-14.142571E-03,-6.826303E-03
-2.272500E-03,+53.947879E-03,-10.524466E-03,-6.766002E-03
-2.270000E-03,+50.329773E-03,-9.820980E-03,-7.057460E-03
-2.267500E-03,+52.842336E-03,-11.931534E-03,-7.097660E-03
-2.265000E-03,+52.842336E-03,-11.529526E-03,-7.117765E-03
-2.262500E-03,+50.832265E-03,-15.147660E-03,-7.379069E-03
-2.260000E-03,+51.234273E-03,-11.630008E-03,-7.379069E-03
-2.257500E-03,+50.329773E-03,-14.243025E-03,-7.379069E-03
-2.255000E-03,+51.234244E-03,-14.142571E-03,-7.459474E-03
-2.252500E-03,+55.354899E-03,-12.032046E-03,-7.379069E-03
-2.250000E-03,+57.867433E-03,-11.630037E-03,-7.127816E-03
-2.247500E-03,+57.063503E-03,-14.544551E-03,-7.338871E-03
-2.245000E-03,+53.646324E-03,-10.826020E-03,-7.549927E-03
-2.242500E-03,+51.535770E-03,-14.142571E-03,-6.745900E-03
-2.240000E-03,+54.450341E-03,-12.534566E-03,-6.283588E-03
-2.237500E-03,+52.842336E-03,-13.640022E-03,-6.675555E-03
-2.235000E-03,+52.842336E-03,-11.529468E-03,-7.117759E-03
-2.232500E-03,+52.842336E-03,-9.418913E-03,-6.404191E-03
-2.230000E-03,+55.354899E-03,-9.117446E-03,-6.122788E-03
-2.227500E-03,+53.947821E-03,-9.117446E-03,-6.012239E-03
-2.225000E-03,+52.842336E-03,-9.117446E-03,-5.871532E-03
-2.222500E-03,+52.842336E-03,-11.630008E-03,-5.369019E-03
-2.220000E-03,+53.043389E-03,-9.318498E-03,-5.389124E-03
-2.217500E-03,+48.018167E-03,-13.941615E-03,-5.157954E-03
-2.215000E-03,+50.329773E-03,-9.720410E-03,-5.620275E-03
-2.212500E-03,+51.837363E-03,-12.634981E-03,-5.821270E-03
-2.210000E-03,+50.329773E-03,-14.443971E-03,-6.343904E-03
-2.207500E-03,+50.329773E-03,-11.630008E-03,-6.735842E-03
-2.205000E-03,+52.540772E-03,-13.841007E-03,-6.625300E-03
-2.202500E-03,+50.430218E-03,-11.630008E-03,-6.625300E-03
-2.200000E-03,+50.329773E-03,-11.630008E-03,-5.670521E-03
-2.197500E-03,+58.571102E-03,-11.630008E-03,-5.278573E-03
-2.195000E-03,+56.560992E-03,-10.323539E-03,-5.117763E-03
-2.192500E-03,+53.646421E-03,-13.338487E-03,-5.037354E-03
-2.190000E-03,+51.938077E-03,-10.323674E-03,-4.363994E-03
-2.187500E-03,+55.354966E-03,-11.630008E-03,-4.363987E-03
-2.185000E-03,+57.867462E-03,-11.630008E-03,-4.112738E-03
-2.182500E-03,+61.284688E-03,-14.946521E-03,-4.524784E-03
-2.180000E-03,+55.455546E-03,-12.936613E-03,-4.484590E-03
-2.177500E-03,+56.058269E-03,-14.142571E-03,-4.273534E-03
-2.175000E-03,+55.354899E-03,-15.649958E-03,-4.162996E-03
-2.172500E-03,+55.455478E-03,-11.630008E-03,-4.856448E-03
-2.170000E-03,+57.867462E-03,-16.353705E-03,-5.087620E-03
-2.167500E-03,+56.058337E-03,-11.630008E-03,-4.866506E-03
-2.165000E-03,+56.762015E-03,-10.524562E-03,-4.615250E-03
-2.162500E-03,+57.867462E-03,-14.142571E-03,-4.615250E-03
-2.160000E-03,+57.264362E-03,-14.745671E-03,-4.363994E-03
-2.157500E-03,+55.354899E-03,-11.831099E-03,-4.384103E-03
-2.155000E-03,+55.153981E-03,-16.454217E-03,-4.363994E-03
-2.152500E-03,+55.354899E-03,-12.232934E-03,-4.615250E-03
-2.150000E-03,+56.862527E-03,-10.625074E-03,-3.911751E-03
-2.147500E-03,+56.460519E-03,-11.328685E-03,-3.861481E-03
-2.145000E-03,+56.058510E-03,-14.142571E-03,-4.183099E-03
-2.142500E-03,+52.540733E-03,-9.720651E-03,-4.142898E-03
-2.140000E-03,+52.842336E-03,-11.630008E-03,-4.112738E-03
-2.137500E-03,+56.862633E-03,-12.132422E-03,-4.112738E-03
-2.135000E-03,+56.259322E-03,-13.238148E-03,-3.610225E-03
-2.132500E-03,+56.561031E-03,-14.142571E-03,-3.730838E-03
-2.130000E-03,+55.354899E-03,-13.338448E-03,-4.032325E-03
-2.127500E-03,+57.867462E-03,-9.117446E-03,-4.072526E-03
-2.125000E-03,+55.354899E-03,-9.117552E-03,-3.861492E-03
-2.122500E-03,+53.244238E-03,-9.519348E-03,-4.323804E-03
-2.120000E-03,+55.354899E-03,-11.630008E-03,-4.203212E-03
-2.117500E-03,+54.148980E-03,-14.142571E-03,-4.615250E-03
-2.115000E-03,+53.545629E-03,-13.237936E-03,-4.866506E-03
-2.112500E-03,+53.344963E-03,-9.117446E-03,-5.117763E-03
-2.110000E-03,+52.942954E-03,-9.117446E-03,-5.630337E-03
-2.107500E-03,+58.168852E-03,-11.931399E-03,-5.901671E-03
-2.105000E-03,+59.676625E-03,-9.117446E-03,-5.801192E-03
-2.102500E-03,+59.274617E-03,-8.012038E-03,-5.901706E-03
-2.100000E-03,+57.867462E-03,-11.630008E-03,-5.972046E-03
-2.097500E-03,+54.751761E-03,-11.630008E-03,-6.122788E-03
-2.095000E-03,+55.556029E-03,-11.630008E-03,-6.102675E-03
-2.092500E-03,+55.555778E-03,-13.740813E-03,-5.891619E-03
-2.090000E-03,+57.264574E-03,-13.539684E-03,-5.871532E-03
-2.087500E-03,+55.354899E-03,-13.640446E-03,-5.921809E-03
-2.085000E-03,+55.656145E-03,-10.524350E-03,-5.730841E-03
-2.082500E-03,+55.354899E-03,-11.630008E-03,-5.690640E-03
-2.080000E-03,+57.264179E-03,-11.931650E-03,-6.152952E-03
-2.077500E-03,+55.354899E-03,-14.042204E-03,-6.122788E-03
-2.075000E-03,+52.842336E-03,-11.630008E-03,-5.921769E-03
-2.072500E-03,+56.963078E-03,-13.238187E-03,-6.374044E-03
-2.070000E-03,+55.354899E-03,-12.936401E-03,-6.364022E-03
-2.067500E-03,+53.646498E-03,-11.630008E-03,-6.544884E-03
-2.065000E-03,+52.842336E-03,-9.519599E-03,-6.333829E-03
-2.062500E-03,+52.842191E-03,-9.117446E-03,-6.122788E-03
-2.060000E-03,+54.551171E-03,-9.117446E-03,-5.951904E-03
-2.057500E-03,+56.158771E-03,-11.630008E-03,-6.625300E-03
-2.055000E-03,+55.354899E-03,-12.936690E-03,-6.625300E-03
-2.052500E-03,+57.164246E-03,-11.630008E-03,-6.876557E-03
-2.050000E-03,+58.370127E-03,-11.630008E-03,-6.675567E-03
-2.047500E-03,+55.354899E-03,-11.630008E-03,-6.615235E-03
-2.045000E-03,+55.354899E-03,-14.142571E-03,-6.595165E-03
-2.042500E-03,+57.164101E-03,-12.333369E-03,-6.444380E-03
-2.040000E-03,+56.460268E-03,-10.524639E-03,-5.982068E-03
-2.037500E-03,+54.852707E-03,-11.630008E-03,-5.871532E-03
-2.035000E-03,+55.354899E-03,-10.323799E-03,-5.690579E-03
-2.032500E-03,+57.666293E-03,-13.941403E-03,-5.369019E-03
-2.030000E-03,+50.731454E-03,-14.142571E-03,-6.082620E-03
-2.027500E-03,+54.752050E-03,-11.630008E-03,-5.750962E-03
-2.025000E-03,+50.329773E-03,-10.625151E-03,-6.022302E-03
-2.022500E-03,+50.329773E-03,-11.630008E-03,-5.871532E-03
-2.020000E-03,+53.947522E-03,-13.438883E-03,-5.801163E-03
-2.017500E-03,+53.144016E-03,-11.931688E-03,-5.178099E-03
-2.015000E-03,+50.530430E-03,-11.630008E-03,-5.389085E-03
-2.012500E-03,+52.842336E-03,-12.132345E-03,-5.620275E-03
-2.010000E-03,+53.546208E-03,-12.534354E-03,-6.052401E-03
-2.007500E-03,+54.048545E-03,-10.423800E-03,-6.122788E-03
-2.005000E-03,+52.038136E-03,-10.825808E-03,-6.374044E-03
-2.002500E-03,+54.952707E-03,-14.544763E-03,-6.585081E-03
-2.000000E-03,+55.354716E-03,-11.630008E-03,-6.625300E-03
-1.997500E-03,+54.551249E-03,-13.740746E-03,-6.585118E-03
-1.995000E-03,+52.842336E-03,-13.338737E-03,-6.705684E-03
-1.992500E-03,+52.842336E-03,-11.630008E-03,-7.127813E-03
-1.990000E-03,+52.842336E-03,-14.142571E-03,-6.283573E-03
-1.987500E-03,+54.852195E-03,-11.630008E-03,-6.122788E-03
-1.985000E-03,+52.842336E-03,-11.730703E-03,-5.871532E-03
-1.982500E-03,+53.143650E-03,-9.418759E-03,-5.620275E-03
-1.980000E-03,+56.460818E-03,-12.735927E-03,-5.549943E-03
-1.977500E-03,+52.842336E-03,-14.142571E-03,-5.841341E-03
-1.975000E-03,+55.354899E-03,-10.122669E-03,-6.474566E-03
-1.972500E-03,+54.751684E-03,-11.630008E-03,-6.434366E-03
-1.970000E-03,+52.842336E-03,-14.142571E-03,-6.856436E-03
-1.967500E-03,+57.867462E-03,-12.031612E-03,-6.142868E-03
-1.965000E-03,+56.661841E-03,-14.142571E-03,-6.816276E-03
-1.962500E-03,+56.359718E-03,-14.142571E-03,-7.228295E-03
-1.960000E-03,+57.867462E-03,-11.931100E-03,-7.489643E-03
-1.957500E-03,+58.571189E-03,-14.142571E-03,-8.243349E-03
-1.955000E-03,+62.590869E-03,-14.142571E-03,-8.072494E-03
-1.952500E-03,+57.967752E-03,-16.554844E-03,-7.881582E-03
-1.950000E-03,+62.390289E-03,-13.640273E-03,-7.931812E-03
-1.947500E-03,+61.284331E-03,-14.342929E-03,-7.218244E-03
-1.945000E-03,+60.380024E-03,-14.142571E-03,-7.379069E-03
-1.942500E-03,+56.159138E-03,-14.142571E-03,-7.298645E-03
