x-axis,1,3
second,Volt,Volt
-2.515000E-03,+36.180925E-03,-2.010051E-03
-2.512500E-03,+36.180925E-03,-1.356784E-03
-2.510000E-03,+42.462332E-03,-1.608041E-03
-2.507500E-03,+36.180925E-03,-1.356784E-03
-2.505000E-03,+39.949769E-03,-2.160804E-03
-2.502500E-03,+36.180925E-03,-1.407036E-03
-2.500000E-03,+50.000020E-03,-2.160804E-03
-2.497500E-03,+36.180925E-03,-1.708543E-03
-2.495000E-03,+36.180925E-03,-2.160804E-03
-2.492500E-03,+36.180925E-03,-2.110553E-03
-2.490000E-03,+36.180925E-03,-1.608041E-03
-2.487500E-03,+36.180925E-03,-2.160804E-03
-2.485000E-03,+36.180925E-03,-2.160804E-03
-2.482500E-03,+36.180925E-03,-1.407036E-03
-2.480000E-03,+42.462332E-03,-1.608041E-03
-2.477500E-03,+36.180925E-03,-1.809046E-03
-2.475000E-03,+36.180925E-03,-1.356784E-03
-2.472500E-03,+36.180925E-03,-2.160804E-03
-2.470000E-03,+42.462332E-03,-1.356784E-03
-2.467500E-03,+36.180925E-03,-2.160804E-03
-2.465000E-03,+52.512583E-03,-1.356784E-03
-2.462500E-03,+55.025146E-03,-1.306533E-03
-2.460000E-03,+36.180925E-03,-2.160804E-03
-2.457500E-03,+36.180925E-03,-1.356784E-03
-2.455000E-03,+36.180925E-03,-1.356784E-03
-2.452500E-03,+36.180925E-03,-1.407036E-03
-2.450000E-03,+22.361829E-03,-1.608041E-03
-2.447500E-03,+36.180925E-03,-1.356784E-03
-2.445000E-03,+36.180925E-03,-2.311558E-03
-2.442500E-03,+36.180925E-03,-2.914573E-03
-2.440000E-03,+36.180925E-03,-2.160804E-03
-2.437500E-03,+44.974894E-03,-1.356784E-03
-2.435000E-03,+52.512583E-03,-2.160804E-03
-2.432500E-03,+36.180925E-03,-1.356784E-03
-2.430000E-03,+36.180925E-03,-1.608041E-03
-2.427500E-03,+36.180925E-03,-2.512563E-03
-2.425000E-03,+36.180925E-03,-2.311558E-03
-2.422500E-03,+36.180925E-03,-2.110553E-03
-2.420000E-03,+42.462332E-03,-2.713568E-03
-2.417500E-03,+36.180925E-03,-2.160804E-03
-2.415000E-03,+36.180925E-03,-2.160804E-03
-2.412500E-03,+36.180925E-03,-1.407036E-03
-2.410000E-03,+36.180925E-03,-2.160804E-03
-2.407500E-03,+36.180925E-03,-2.160804E-03
-2.405000E-03,+36.180925E-03,-2.311558E-03
-2.402500E-03,+36.180925E-03,-2.160804E-03
-2.400000E-03,+42.462332E-03,-2.160804E-03
-2.397500E-03,+36.180925E-03,-2.160804E-03
-2.395000E-03,+36.180925E-03,-2.160804E-03
-2.392500E-03,+36.180925E-03,-2.160804E-03
-2.390000E-03,+36.180925E-03,-1.909548E-03
-2.387500E-03,+44.974894E-03,-2.160804E-03
-2.385000E-03,+56.281427E-03,-1.356784E-03
-2.382500E-03,+36.180925E-03,-2.110553E-03
-2.380000E-03,+50.000020E-03,-1.356784E-03
