x-axis,1,2,3
second,Volt,Volt,Volt
-2.490000E-03,+47.390699E-03,,-7.306522E-03
-2.487500E-03,+54.425875E-03,,-7.809034E-03
-2.485000E-03,+47.390699E-03,,-7.306522E-03
-2.482500E-03,+47.390699E-03,,-7.306522E-03
-2.480000E-03,+47.390699E-03,,-7.306522E-03
-2.477500E-03,+47.390699E-03,,-7.809034E-03
-2.475000E-03,+47.390699E-03,,-10.824110E-03
-2.472500E-03,+40.355524E-03,,-7.306522E-03
-2.470000E-03,+47.390699E-03,,-7.306522E-03
-2.467500E-03,+54.425875E-03,,-7.306522E-03
-2.465000E-03,+47.390699E-03,,-7.306522E-03
-2.462500E-03,+47.390699E-03,,-7.306522E-03
-2.460000E-03,+47.390699E-03,,-6.804009E-03
-2.457500E-03,+54.425875E-03,,-7.809034E-03
-2.455000E-03,+47.390699E-03,,-7.809034E-03
-2.452500E-03,+40.355524E-03,,-7.306522E-03
-2.450000E-03,+48.395725E-03,,-7.306522E-03
-2.447500E-03,+47.390699E-03,,-7.306522E-03
-2.445000E-03,+47.390699E-03,,-7.306522E-03
-2.442500E-03,+48.395725E-03,,-7.809034E-03
-2.440000E-03,+47.390699E-03,,-7.809034E-03
-2.437500E-03,+47.390699E-03,,-7.306522E-03
-2.435000E-03,+47.390699E-03,,-7.306522E-03
-2.432500E-03,+47.390699E-03,,-7.306522E-03
-2.430000E-03,+47.390699E-03,,-7.306522E-03
-2.427500E-03,+46.385674E-03,,-7.306522E-03
-2.425000E-03,+47.390699E-03,,-7.306522E-03
-2.422500E-03,+48.395725E-03,,-7.306522E-03
-2.420000E-03,+47.390699E-03,,-7.306522E-03
-2.417500E-03,+47.390699E-03,,-7.306522E-03
-2.415000E-03,+47.390699E-03,,-7.306522E-03
-2.412500E-03,+47.390699E-03,,-10.824110E-03
-2.410000E-03,+54.425875E-03,,-7.306522E-03
-2.407500E-03,+48.395725E-03,,-7.306522E-03
-2.405000E-03,+48.395725E-03,,-7.809034E-03
-2.402500E-03,+47.390699E-03,,-7.306522E-03
-2.400000E-03,+47.390699E-03,,-7.809034E-03
-2.397500E-03,+54.425875E-03,,-7.306522E-03
-2.395000E-03,+47.390699E-03,,-7.809034E-03
-2.392500E-03,+48.395725E-03,,-7.306522E-03
-2.390000E-03,+47.390699E-03,,-7.306522E-03
-2.387500E-03,+54.425875E-03,,-7.306522E-03
-2.385000E-03,+55.430900E-03,,-7.306522E-03
-2.382500E-03,+47.390699E-03,,-7.306522E-03
-2.380000E-03,+55.430900E-03,,-7.306522E-03
-2.377500E-03,+48.395725E-03,,-10.824110E-03
-2.375000E-03,+55.430900E-03,,-7.306522E-03
-2.372500E-03,+48.395725E-03,,-7.306522E-03
-2.370000E-03,+47.390699E-03,,-7.306522E-03
-2.367500E-03,+47.390699E-03,,-7.306522E-03
